,Year,StateCode,MSN,Data,Unit
66899,1967,AZ,NUETB,0.0,Billion Btu
66900,1968,AZ,NUETB,0.0,Billion Btu
66901,1969,AZ,NUETB,0.0,Billion Btu
66902,1970,AZ,NUETB,0.0,Billion Btu
66903,1971,AZ,NUETB,0.0,Billion Btu
66904,1972,AZ,NUETB,0.0,Billion Btu
66905,1973,AZ,NUETB,0.0,Billion Btu
66906,1974,AZ,NUETB,0.0,Billion Btu
66907,1975,AZ,NUETB,0.0,Billion Btu
66908,1976,AZ,NUETB,0.0,Billion Btu
66909,1977,AZ,NUETB,0.0,Billion Btu
66910,1978,AZ,NUETB,0.0,Billion Btu
66911,1979,AZ,NUETB,0.0,Billion Btu
66912,1980,AZ,NUETB,0.0,Billion Btu
66913,1981,AZ,NUETB,0.0,Billion Btu
66914,1982,AZ,NUETB,0.0,Billion Btu
66915,1983,AZ,NUETB,0.0,Billion Btu
66916,1984,AZ,NUETB,0.0,Billion Btu
66917,1985,AZ,NUETB,12004.66574,Billion Btu
66918,1986,AZ,NUETB,105540.3568,Billion Btu
66919,1987,AZ,NUETB,140531.7148,Billion Btu
66920,1988,AZ,NUETB,243215.0432,Billion Btu
66921,1989,AZ,NUETB,83079.97889,Billion Btu
66922,1990,AZ,NUETB,217964.745,Billion Btu
66923,1991,AZ,NUETB,263104.1156,Billion Btu
66924,1992,AZ,NUETB,268148.7605,Billion Btu
66925,1993,AZ,NUETB,231601.4355,Billion Btu
66926,1994,AZ,NUETB,242182.1841,Billion Btu
66927,1995,AZ,NUETB,283526.2151,Billion Btu
66928,1996,AZ,NUETB,302902.1823,Billion Btu
66929,1997,AZ,NUETB,307623.2148,Billion Btu
66930,1998,AZ,NUETB,317888.2631,Billion Btu
66931,1999,AZ,NUETB,317842.7274,Billion Btu
66932,2000,AZ,NUETB,316838.975,Billion Btu
66933,2001,AZ,NUETB,299965.5257,Billion Btu
66934,2002,AZ,NUETB,322260.0747,Billion Btu
66935,2003,AZ,NUETB,297843.1533,Billion Btu
66936,2004,AZ,NUETB,293130.174,Billion Btu
66937,2005,AZ,NUETB,269326.5065,Billion Btu
66938,2006,AZ,NUETB,250591.6427,Billion Btu
66939,2007,AZ,NUETB,280813.3696,Billion Btu
66940,2008,AZ,NUETB,305755.4347,Billion Btu
66941,2009,AZ,NUETB,320722.9615,Billion Btu
66942,1960,CA,NUETB,0.51168,Billion Btu
66943,1961,CA,NUETB,55.27264,Billion Btu
66944,1962,CA,NUETB,83.84509,Billion Btu
66945,1963,CA,NUETB,2287.60522,Billion Btu
66946,1964,CA,NUETB,4368.91659,Billion Btu
66947,1965,CA,NUETB,3192.78133,Billion Btu
66948,1966,CA,NUETB,1895.46722,Billion Btu
66949,1967,CA,NUETB,6502.68025,Billion Btu
66950,1968,CA,NUETB,17003.40842,Billion Btu
66951,1969,CA,NUETB,27127.08075,Billion Btu
66952,1970,CA,NUETB,34375.38659,Billion Btu
66953,1971,CA,NUETB,38137.4837,Billion Btu
66954,1972,CA,NUETB,34266.3591,Billion Btu
66955,1973,CA,NUETB,28689.30377,Billion Btu
66956,1974,CA,NUETB,41276.82675,Billion Btu
66957,1975,CA,NUETB,66855.44071,Billion Btu
66958,1976,CA,NUETB,53107.03848,Billion Btu
66959,1977,CA,NUETB,87395.5072,Billion Btu
66960,1978,CA,NUETB,83800.5873,Billion Btu
66961,1979,CA,NUETB,95319.99209,Billion Btu
66962,1980,CA,NUETB,53664.94933,Billion Btu
66963,1981,CA,NUETB,35367.1435,Billion Btu
66964,1982,CA,NUETB,41357.33388,Billion Btu
66965,1983,CA,NUETB,61214.20334,Billion Btu
66966,1984,CA,NUETB,153366.016,Billion Btu
66967,1985,CA,NUETB,209564.9433,Billion Btu
66968,1986,CA,NUETB,277331.5318,Billion Btu
66969,1987,CA,NUETB,317297.9841,Billion Btu
66970,1988,CA,NUETB,327209.1019,Billion Btu
66971,1989,CA,NUETB,344145.6032,Billion Btu
66972,1990,CA,NUETB,345955.2837,Billion Btu
66973,1991,CA,NUETB,330684.2207,Billion Btu
66974,1992,CA,NUETB,369043.4423,Billion Btu
66975,1993,CA,NUETB,331723.5888,Billion Btu
66976,1994,CA,NUETB,352778.3811,Billion Btu
66977,1995,CA,NUETB,317794.0496,Billion Btu
66978,1996,CA,NUETB,358119.3206,Billion Btu
66979,1997,CA,NUETB,320194.1663,Billion Btu
66980,1998,CA,NUETB,362927.8152,Billion Btu
66981,1999,CA,NUETB,348735.9057,Billion Btu
66982,2000,CA,NUETB,366845.3417,Billion Btu
66983,2001,CA,NUETB,346911.4474,Billion Btu
66984,2002,CA,NUETB,358707.1343,Billion Btu
66985,2003,CA,NUETB,370922.8752,Billion Btu
66986,2004,CA,NUETB,315603.2578,Billion Btu
66987,2005,CA,NUETB,377312.5155,Billion Btu
66988,2006,CA,NUETB,333520.1688,Billion Btu
66989,2007,CA,NUETB,375284.2577,Billion Btu
66990,2008,CA,NUETB,339538.015,Billion Btu
66991,2009,CA,NUETB,332249.3898,Billion Btu
66992,1960,NM,NUETB,0.0,Billion Btu
66993,1961,NM,NUETB,0.0,Billion Btu
66994,1962,NM,NUETB,0.0,Billion Btu
66995,1963,NM,NUETB,0.0,Billion Btu
66996,1964,NM,NUETB,0.0,Billion Btu
66997,1965,NM,NUETB,0.0,Billion Btu
66998,1966,NM,NUETB,0.0,Billion Btu
66999,1967,NM,NUETB,0.0,Billion Btu
67000,1968,NM,NUETB,0.0,Billion Btu
67001,1969,NM,NUETB,0.0,Billion Btu
67002,1970,NM,NUETB,0.0,Billion Btu
67003,1971,NM,NUETB,0.0,Billion Btu
67004,1972,NM,NUETB,0.0,Billion Btu
67005,1973,NM,NUETB,0.0,Billion Btu
67006,1974,NM,NUETB,0.0,Billion Btu
67007,1975,NM,NUETB,0.0,Billion Btu
67008,1976,NM,NUETB,0.0,Billion Btu
67009,1977,NM,NUETB,0.0,Billion Btu
67010,1978,NM,NUETB,0.0,Billion Btu
67011,1979,NM,NUETB,0.0,Billion Btu
67012,1980,NM,NUETB,0.0,Billion Btu
67013,1981,NM,NUETB,0.0,Billion Btu
67014,1982,NM,NUETB,0.0,Billion Btu
67015,1983,NM,NUETB,0.0,Billion Btu
67016,1984,NM,NUETB,0.0,Billion Btu
67017,1985,NM,NUETB,0.0,Billion Btu
67018,1986,NM,NUETB,0.0,Billion Btu
67019,1987,NM,NUETB,0.0,Billion Btu
67020,1988,NM,NUETB,0.0,Billion Btu
67021,1989,NM,NUETB,0.0,Billion Btu
67022,1990,NM,NUETB,0.0,Billion Btu
67023,1991,NM,NUETB,0.0,Billion Btu
67024,1992,NM,NUETB,0.0,Billion Btu
67025,1993,NM,NUETB,0.0,Billion Btu
67026,1994,NM,NUETB,0.0,Billion Btu
67027,1995,NM,NUETB,0.0,Billion Btu
67028,1996,NM,NUETB,0.0,Billion Btu
67029,1997,NM,NUETB,0.0,Billion Btu
67030,1998,NM,NUETB,0.0,Billion Btu
67031,1999,NM,NUETB,0.0,Billion Btu
67032,2000,NM,NUETB,0.0,Billion Btu
67033,2001,NM,NUETB,0.0,Billion Btu
67034,2002,NM,NUETB,0.0,Billion Btu
67035,2003,NM,NUETB,0.0,Billion Btu
67036,2004,NM,NUETB,0.0,Billion Btu
67037,2005,NM,NUETB,0.0,Billion Btu
67038,2006,NM,NUETB,0.0,Billion Btu
67039,2007,NM,NUETB,0.0,Billion Btu
67040,2008,NM,NUETB,0.0,Billion Btu
67041,2009,NM,NUETB,0.0,Billion Btu
67042,1960,TX,NUETB,0.0,Billion Btu
67043,1961,TX,NUETB,0.0,Billion Btu
67044,1962,TX,NUETB,0.0,Billion Btu
67045,1963,TX,NUETB,0.0,Billion Btu
67046,1964,TX,NUETB,0.0,Billion Btu
67047,1965,TX,NUETB,0.0,Billion Btu
67048,1966,TX,NUETB,0.0,Billion Btu
67049,1967,TX,NUETB,0.0,Billion Btu
67050,1968,TX,NUETB,0.0,Billion Btu
67051,1969,TX,NUETB,0.0,Billion Btu
67052,1970,TX,NUETB,0.0,Billion Btu
67053,1971,TX,NUETB,0.0,Billion Btu
67054,1972,TX,NUETB,0.0,Billion Btu
67055,1973,TX,NUETB,0.0,Billion Btu
67056,1974,TX,NUETB,0.0,Billion Btu
67057,1975,TX,NUETB,0.0,Billion Btu
67058,1976,TX,NUETB,0.0,Billion Btu
67059,1977,TX,NUETB,0.0,Billion Btu
67060,1978,TX,NUETB,0.0,Billion Btu
67061,1979,TX,NUETB,0.0,Billion Btu
67062,1980,TX,NUETB,0.0,Billion Btu
67063,1981,TX,NUETB,0.0,Billion Btu
67064,1982,TX,NUETB,0.0,Billion Btu
67065,1983,TX,NUETB,0.0,Billion Btu
67066,1984,TX,NUETB,0.0,Billion Btu
67067,1985,TX,NUETB,0.0,Billion Btu
67068,1986,TX,NUETB,0.0,Billion Btu
67069,1987,TX,NUETB,0.0,Billion Btu
67070,1988,TX,NUETB,40200.58939,Billion Btu
67071,1989,TX,NUETB,105721.7888,Billion Btu
67072,1990,TX,NUETB,167822.6682,Billion Btu
67073,1991,TX,NUETB,207581.8056,Billion Btu
67074,1992,TX,NUETB,256501.7206,Billion Btu
67075,1993,TX,NUETB,130320.7541,Billion Btu
67076,1994,TX,NUETB,300447.6943,Billion Btu
67077,1995,TX,NUETB,379841.9718,Billion Btu
67078,1996,TX,NUETB,375656.0747,Billion Btu
67079,1997,TX,NUETB,392031.1476,Billion Btu
67080,1998,TX,NUETB,405845.6883,Billion Btu
67081,1999,TX,NUETB,384140.9446,Billion Btu
67082,2000,TX,NUETB,391669.5112,Billion Btu
67083,2001,TX,NUETB,398534.7783,Billion Btu
67084,2002,TX,NUETB,371923.1978,Billion Btu
67085,2003,TX,NUETB,348452.0208,Billion Btu
67086,2004,TX,NUETB,421619.6238,Billion Btu
67087,2005,TX,NUETB,398994.297,Billion Btu
67088,2006,TX,NUETB,430634.0052,Billion Btu
67089,2007,TX,NUETB,429413.4896,Billion Btu
67090,2008,TX,NUETB,425723.1986,Billion Btu
67091,2009,TX,NUETB,434065.0738,Billion Btu
81252,1960,AZ,PMTCB,121479.9737,Billion Btu
81253,1961,AZ,PMTCB,126909.3727,Billion Btu
81254,1962,AZ,PMTCB,135914.9555,Billion Btu
81255,1963,AZ,PMTCB,144419.0982,Billion Btu
81256,1964,AZ,PMTCB,147656.9144,Billion Btu
81257,1965,AZ,PMTCB,145912.6723,Billion Btu
81258,1966,AZ,PMTCB,159353.1301,Billion Btu
81259,1967,AZ,PMTCB,167968.5108,Billion Btu
81260,1968,AZ,PMTCB,188614.2228,Billion Btu
81261,1969,AZ,PMTCB,201346.9758,Billion Btu
81262,1970,AZ,PMTCB,213266.2588,Billion Btu
81263,1971,AZ,PMTCB,221181.827,Billion Btu
81264,1972,AZ,PMTCB,261042.4664,Billion Btu
81265,1973,AZ,PMTCB,325801.3479,Billion Btu
81266,1974,AZ,PMTCB,325713.2511,Billion Btu
81267,1975,AZ,PMTCB,306741.7805,Billion Btu
81268,1976,AZ,PMTCB,307350.1275,Billion Btu
81269,1977,AZ,PMTCB,351128.1312,Billion Btu
81270,1978,AZ,PMTCB,357326.6295,Billion Btu
81271,1979,AZ,PMTCB,345708.0779,Billion Btu
81272,1980,AZ,PMTCB,301248.1394,Billion Btu
81273,1981,AZ,PMTCB,284336.8472,Billion Btu
81274,1982,AZ,PMTCB,278320.8984,Billion Btu
81275,1983,AZ,PMTCB,288979.7517,Billion Btu
81276,1984,AZ,PMTCB,311784.357,Billion Btu
81277,1985,AZ,PMTCB,316908.9021,Billion Btu
81278,1986,AZ,PMTCB,334481.932,Billion Btu
81279,1987,AZ,PMTCB,341792.738,Billion Btu
81280,1988,AZ,PMTCB,347597.7577,Billion Btu
81281,1989,AZ,PMTCB,352573.9256,Billion Btu
81282,1990,AZ,PMTCB,347127.6117,Billion Btu
81283,1991,AZ,PMTCB,354516.6107,Billion Btu
81284,1992,AZ,PMTCB,365139.4944,Billion Btu
81285,1993,AZ,PMTCB,380705.7925,Billion Btu
81286,1994,AZ,PMTCB,388406.4975,Billion Btu
81287,1995,AZ,PMTCB,408050.8462,Billion Btu
81288,1996,AZ,PMTCB,438119.6909,Billion Btu
81289,1997,AZ,PMTCB,439103.1702,Billion Btu
81290,1998,AZ,PMTCB,476947.1194,Billion Btu
81291,1999,AZ,PMTCB,503230.1169,Billion Btu
81292,2000,AZ,PMTCB,511434.6574,Billion Btu
81293,2001,AZ,PMTCB,516191.9297,Billion Btu
81294,2002,AZ,PMTCB,528326.3893,Billion Btu
81295,2003,AZ,PMTCB,535979.3851,Billion Btu
81296,2004,AZ,PMTCB,561745.9898,Billion Btu
81297,2005,AZ,PMTCB,577544.9484,Billion Btu
81298,2006,AZ,PMTCB,587686.7271,Billion Btu
81299,2007,AZ,PMTCB,580019.9936,Billion Btu
81300,2008,AZ,PMTCB,558536.401,Billion Btu
81301,2009,AZ,PMTCB,520822.3276,Billion Btu
81302,1960,CA,PMTCB,1838667.342,Billion Btu
81303,1961,CA,PMTCB,1894758.692,Billion Btu
81304,1962,CA,PMTCB,1881335.98,Billion Btu
81305,1963,CA,PMTCB,1924058.273,Billion Btu
81306,1964,CA,PMTCB,2036424.07,Billion Btu
81307,1965,CA,PMTCB,2098227.899,Billion Btu
81308,1966,CA,PMTCB,2232322.323,Billion Btu
81309,1967,CA,PMTCB,2264444.013,Billion Btu
81310,1968,CA,PMTCB,2418015.338,Billion Btu
81311,1969,CA,PMTCB,2472895.087,Billion Btu
81312,1970,CA,PMTCB,2518242.369,Billion Btu
81313,1971,CA,PMTCB,2672183.315,Billion Btu
81314,1972,CA,PMTCB,2754233.564,Billion Btu
81315,1973,CA,PMTCB,3070394.349,Billion Btu
81316,1974,CA,PMTCB,2895504.507,Billion Btu
81317,1975,CA,PMTCB,2997279.259,Billion Btu
81318,1976,CA,PMTCB,3262549.678,Billion Btu
81319,1977,CA,PMTCB,3633444.116,Billion Btu
81320,1978,CA,PMTCB,3679336.907,Billion Btu
81321,1979,CA,PMTCB,3764322.337,Billion Btu
81322,1980,CA,PMTCB,3509565.923,Billion Btu
81323,1981,CA,PMTCB,3243996.365,Billion Btu
81324,1982,CA,PMTCB,2898533.746,Billion Btu
81325,1983,CA,PMTCB,2999229.706,Billion Btu
81326,1984,CA,PMTCB,3236869.156,Billion Btu
81327,1985,CA,PMTCB,3148547.664,Billion Btu
81328,1986,CA,PMTCB,3215069.316,Billion Btu
81329,1987,CA,PMTCB,3347840.874,Billion Btu
81330,1988,CA,PMTCB,3543721.663,Billion Btu
81331,1989,CA,PMTCB,3595912.848,Billion Btu
81332,1990,CA,PMTCB,3538334.141,Billion Btu
81333,1991,CA,PMTCB,3275646.077,Billion Btu
81334,1992,CA,PMTCB,3269464.419,Billion Btu
81335,1993,CA,PMTCB,3189775.609,Billion Btu
81336,1994,CA,PMTCB,3333871.829,Billion Btu
81337,1995,CA,PMTCB,3339422.545,Billion Btu
81338,1996,CA,PMTCB,3394747.314,Billion Btu
81339,1997,CA,PMTCB,3308958.041,Billion Btu
81340,1998,CA,PMTCB,3331430.849,Billion Btu
81341,1999,CA,PMTCB,3440352.214,Billion Btu
81342,2000,CA,PMTCB,3588427.106,Billion Btu
81343,2001,CA,PMTCB,3623052.537,Billion Btu
81344,2002,CA,PMTCB,3742980.24,Billion Btu
81345,2003,CA,PMTCB,3786546.081,Billion Btu
81346,2004,CA,PMTCB,3715937.043,Billion Btu
81347,2005,CA,PMTCB,3785846.076,Billion Btu
81348,2006,CA,PMTCB,3811375.082,Billion Btu
81349,2007,CA,PMTCB,3837529.492,Billion Btu
81350,2008,CA,PMTCB,3633299.072,Billion Btu
81351,2009,CA,PMTCB,3508281.984,Billion Btu
81352,1960,NM,PMTCB,107204.5834,Billion Btu
81353,1961,NM,PMTCB,107688.0542,Billion Btu
81354,1962,NM,PMTCB,115309.1271,Billion Btu
81355,1963,NM,PMTCB,118502.6722,Billion Btu
81356,1964,NM,PMTCB,126464.9774,Billion Btu
81357,1965,NM,PMTCB,128634.6856,Billion Btu
81358,1966,NM,PMTCB,126910.6977,Billion Btu
81359,1967,NM,PMTCB,126007.8077,Billion Btu
81360,1968,NM,PMTCB,143579.7029,Billion Btu
81361,1969,NM,PMTCB,147231.5875,Billion Btu
81362,1970,NM,PMTCB,155818.5652,Billion Btu
81363,1971,NM,PMTCB,157148.5416,Billion Btu
81364,1972,NM,PMTCB,173829.7547,Billion Btu
81365,1973,NM,PMTCB,191855.3056,Billion Btu
81366,1974,NM,PMTCB,193272.124,Billion Btu
81367,1975,NM,PMTCB,199651.9176,Billion Btu
81368,1976,NM,PMTCB,202640.213,Billion Btu
81369,1977,NM,PMTCB,212755.7807,Billion Btu
81370,1978,NM,PMTCB,215295.7239,Billion Btu
81371,1979,NM,PMTCB,214806.3198,Billion Btu
81372,1980,NM,PMTCB,201607.1773,Billion Btu
81373,1981,NM,PMTCB,213890.6266,Billion Btu
81374,1982,NM,PMTCB,187679.4875,Billion Btu
81375,1983,NM,PMTCB,208379.7986,Billion Btu
81376,1984,NM,PMTCB,202735.4419,Billion Btu
81377,1985,NM,PMTCB,188189.1175,Billion Btu
81378,1986,NM,PMTCB,188993.6226,Billion Btu
81379,1987,NM,PMTCB,197442.1381,Billion Btu
81380,1988,NM,PMTCB,199048.494,Billion Btu
81381,1989,NM,PMTCB,199725.5346,Billion Btu
81382,1990,NM,PMTCB,211953.7876,Billion Btu
81383,1991,NM,PMTCB,229496.1967,Billion Btu
81384,1992,NM,PMTCB,234302.5424,Billion Btu
81385,1993,NM,PMTCB,235903.5751,Billion Btu
81386,1994,NM,PMTCB,224345.9994,Billion Btu
81387,1995,NM,PMTCB,207396.4808,Billion Btu
81388,1996,NM,PMTCB,219184.7063,Billion Btu
81389,1997,NM,PMTCB,231646.7737,Billion Btu
81390,1998,NM,PMTCB,242658.8393,Billion Btu
81391,1999,NM,PMTCB,252703.2395,Billion Btu
81392,2000,NM,PMTCB,245018.4372,Billion Btu
81393,2001,NM,PMTCB,240520.5408,Billion Btu
81394,2002,NM,PMTCB,245566.8232,Billion Btu
81395,2003,NM,PMTCB,249035.2398,Billion Btu
81396,2004,NM,PMTCB,259259.391,Billion Btu
81397,2005,NM,PMTCB,257878.6477,Billion Btu
81398,2006,NM,PMTCB,268661.622,Billion Btu
81399,2007,NM,PMTCB,280359.6192,Billion Btu
81400,2008,NM,PMTCB,261817.0261,Billion Btu
81401,2009,NM,PMTCB,247337.7781,Billion Btu
81402,1960,TX,PMTCB,1551953.947,Billion Btu
81403,1961,TX,PMTCB,1572252.495,Billion Btu
81404,1962,TX,PMTCB,1651700.33,Billion Btu
81405,1963,TX,PMTCB,1755830.044,Billion Btu
81406,1964,TX,PMTCB,1870340.337,Billion Btu
81407,1965,TX,PMTCB,1908986.256,Billion Btu
81408,1966,TX,PMTCB,1989268.262,Billion Btu
81409,1967,TX,PMTCB,2050993.719,Billion Btu
81410,1968,TX,PMTCB,2208741.191,Billion Btu
81411,1969,TX,PMTCB,2404529.562,Billion Btu
81412,1970,TX,PMTCB,2469057.693,Billion Btu
81413,1971,TX,PMTCB,2544152.252,Billion Btu
81414,1972,TX,PMTCB,2843193.869,Billion Btu
81415,1973,TX,PMTCB,3125948.214,Billion Btu
81416,1974,TX,PMTCB,3140490.042,Billion Btu
81417,1975,TX,PMTCB,3074389.529,Billion Btu
81418,1976,TX,PMTCB,3321987.673,Billion Btu
81419,1977,TX,PMTCB,3669061.82,Billion Btu
81420,1978,TX,PMTCB,3889322.271,Billion Btu
81421,1979,TX,PMTCB,4223496.704,Billion Btu
81422,1980,TX,PMTCB,4092185.676,Billion Btu
81423,1981,TX,PMTCB,3959216.344,Billion Btu
81424,1982,TX,PMTCB,3802950.297,Billion Btu
81425,1983,TX,PMTCB,3815637.758,Billion Btu
81426,1984,TX,PMTCB,4008300.015,Billion Btu
81427,1985,TX,PMTCB,3998788.656,Billion Btu
81428,1986,TX,PMTCB,4023687.78,Billion Btu
81429,1987,TX,PMTCB,4079009.458,Billion Btu
81430,1988,TX,PMTCB,4328167.077,Billion Btu
81431,1989,TX,PMTCB,4363099.122,Billion Btu
81432,1990,TX,PMTCB,4407508.01,Billion Btu
81433,1991,TX,PMTCB,4432739.065,Billion Btu
81434,1992,TX,PMTCB,4613856.734,Billion Btu
81435,1993,TX,PMTCB,4559547.363,Billion Btu
81436,1994,TX,PMTCB,4764773.721,Billion Btu
81437,1995,TX,PMTCB,4758067.021,Billion Btu
81438,1996,TX,PMTCB,5197518.946,Billion Btu
81439,1997,TX,PMTCB,5525091.909,Billion Btu
81440,1998,TX,PMTCB,5595098.689,Billion Btu
81441,1999,TX,PMTCB,5526147.446,Billion Btu
81442,2000,TX,PMTCB,5444615.299,Billion Btu
81443,2001,TX,PMTCB,5432867.572,Billion Btu
81444,2002,TX,PMTCB,5582806.379,Billion Btu
81445,2003,TX,PMTCB,5632093.503,Billion Btu
81446,2004,TX,PMTCB,5809285.634,Billion Btu
81447,2005,TX,PMTCB,5673554.977,Billion Btu
81448,2006,TX,PMTCB,6090170.522,Billion Btu
81449,2007,TX,PMTCB,6081508.397,Billion Btu
81450,2008,TX,PMTCB,5659789.766,Billion Btu
81451,2009,TX,PMTCB,5445681.56,Billion Btu
91572,1960,AZ,SOTCB,0.0,Billion Btu
91573,1961,AZ,SOTCB,0.0,Billion Btu
91574,1962,AZ,SOTCB,0.0,Billion Btu
91575,1963,AZ,SOTCB,0.0,Billion Btu
91576,1964,AZ,SOTCB,0.0,Billion Btu
91577,1965,AZ,SOTCB,0.0,Billion Btu
91578,1966,AZ,SOTCB,0.0,Billion Btu
91579,1967,AZ,SOTCB,0.0,Billion Btu
91580,1968,AZ,SOTCB,0.0,Billion Btu
91581,1969,AZ,SOTCB,0.0,Billion Btu
91582,1970,AZ,SOTCB,0.0,Billion Btu
91583,1971,AZ,SOTCB,0.0,Billion Btu
91584,1972,AZ,SOTCB,0.0,Billion Btu
91585,1973,AZ,SOTCB,0.0,Billion Btu
91586,1974,AZ,SOTCB,0.0,Billion Btu
91587,1975,AZ,SOTCB,0.0,Billion Btu
91588,1976,AZ,SOTCB,0.0,Billion Btu
91589,1977,AZ,SOTCB,0.0,Billion Btu
91590,1978,AZ,SOTCB,0.0,Billion Btu
91591,1979,AZ,SOTCB,0.0,Billion Btu
91592,1980,AZ,SOTCB,0.0,Billion Btu
91593,1981,AZ,SOTCB,0.0,Billion Btu
91594,1982,AZ,SOTCB,0.0,Billion Btu
91595,1983,AZ,SOTCB,0.0,Billion Btu
91596,1984,AZ,SOTCB,0.0,Billion Btu
91597,1985,AZ,SOTCB,0.0,Billion Btu
91598,1986,AZ,SOTCB,0.0,Billion Btu
91599,1987,AZ,SOTCB,0.0,Billion Btu
91600,1988,AZ,SOTCB,0.0,Billion Btu
91601,1989,AZ,SOTCB,3527.55728,Billion Btu
91602,1990,AZ,SOTCB,3682.45319,Billion Btu
91603,1991,AZ,SOTCB,3730.50348,Billion Btu
91604,1992,AZ,SOTCB,3789.45591,Billion Btu
91605,1993,AZ,SOTCB,3874.57351,Billion Btu
91606,1994,AZ,SOTCB,3924.91643,Billion Btu
91607,1995,AZ,SOTCB,3944.4461,Billion Btu
91608,1996,AZ,SOTCB,3965.25746,Billion Btu
91609,1997,AZ,SOTCB,3918.4599,Billion Btu
91610,1998,AZ,SOTCB,3854.31524,Billion Btu
91611,1999,AZ,SOTCB,3736.04655,Billion Btu
91612,2000,AZ,SOTCB,3514.96514,Billion Btu
91613,2001,AZ,SOTCB,3298.53204,Billion Btu
91614,2002,AZ,SOTCB,3115.93332,Billion Btu
91615,2003,AZ,SOTCB,3034.0978,Billion Btu
91616,2004,AZ,SOTCB,2988.6018,Billion Btu
91617,2005,AZ,SOTCB,2990.7242,Billion Btu
91618,2006,AZ,SOTCB,3233.96385,Billion Btu
91619,2007,AZ,SOTCB,3495.0368,Billion Btu
91620,2008,AZ,SOTCB,4200.04508,Billion Btu
91621,2009,AZ,SOTCB,4732.12723,Billion Btu
91622,1960,CA,SOTCB,0.0,Billion Btu
91623,1961,CA,SOTCB,0.0,Billion Btu
91624,1962,CA,SOTCB,0.0,Billion Btu
91625,1963,CA,SOTCB,0.0,Billion Btu
91626,1964,CA,SOTCB,0.0,Billion Btu
91627,1965,CA,SOTCB,0.0,Billion Btu
91628,1966,CA,SOTCB,0.0,Billion Btu
91629,1967,CA,SOTCB,0.0,Billion Btu
91630,1968,CA,SOTCB,0.0,Billion Btu
91631,1969,CA,SOTCB,0.0,Billion Btu
91632,1970,CA,SOTCB,0.0,Billion Btu
91633,1971,CA,SOTCB,0.0,Billion Btu
91634,1972,CA,SOTCB,0.0,Billion Btu
91635,1973,CA,SOTCB,0.0,Billion Btu
91636,1974,CA,SOTCB,0.0,Billion Btu
91637,1975,CA,SOTCB,0.0,Billion Btu
91638,1976,CA,SOTCB,0.0,Billion Btu
91639,1977,CA,SOTCB,0.0,Billion Btu
91640,1978,CA,SOTCB,0.0,Billion Btu
91641,1979,CA,SOTCB,0.0,Billion Btu
91642,1980,CA,SOTCB,0.0,Billion Btu
91643,1981,CA,SOTCB,0.0,Billion Btu
91644,1982,CA,SOTCB,0.0,Billion Btu
91645,1983,CA,SOTCB,0.0,Billion Btu
91646,1984,CA,SOTCB,54.78828,Billion Btu
91647,1985,CA,SOTCB,111.05328,Billion Btu
91648,1986,CA,SOTCB,146.57775,Billion Btu
91649,1987,CA,SOTCB,109.36887,Billion Btu
91650,1988,CA,SOTCB,93.08758,Billion Btu
91651,1989,CA,SOTCB,19753.00923,Billion Btu
91652,1990,CA,SOTCB,22097.26351,Billion Btu
91653,1991,CA,SOTCB,23864.51499,Billion Btu
91654,1992,CA,SOTCB,23597.80676,Billion Btu
91655,1993,CA,SOTCB,24688.83064,Billion Btu
91656,1994,CA,SOTCB,25226.2316,Billion Btu
91657,1995,CA,SOTCB,25428.63311,Billion Btu
91658,1996,CA,SOTCB,25636.12091,Billion Btu
91659,1997,CA,SOTCB,25072.46038,Billion Btu
91660,1998,CA,SOTCB,24582.63862,Billion Btu
91661,1999,CA,SOTCB,24016.56505,Billion Btu
91662,2000,CA,SOTCB,23120.78743,Billion Btu
91663,2001,CA,SOTCB,23072.1665,Billion Btu
91664,2002,CA,SOTCB,22533.84884,Billion Btu
91665,2003,CA,SOTCB,22046.64559,Billion Btu
91666,2004,CA,SOTCB,22326.11553,Billion Btu
91667,2005,CA,SOTCB,22035.08045,Billion Btu
91668,2006,CA,SOTCB,23165.25809,Billion Btu
91669,2007,CA,SOTCB,25557.10988,Billion Btu
91670,2008,CA,SOTCB,29231.93828,Billion Btu
91671,2009,CA,SOTCB,31397.00543,Billion Btu
91672,1960,NM,SOTCB,0.0,Billion Btu
91673,1961,NM,SOTCB,0.0,Billion Btu
91674,1962,NM,SOTCB,0.0,Billion Btu
91675,1963,NM,SOTCB,0.0,Billion Btu
91676,1964,NM,SOTCB,0.0,Billion Btu
91677,1965,NM,SOTCB,0.0,Billion Btu
91678,1966,NM,SOTCB,0.0,Billion Btu
91679,1967,NM,SOTCB,0.0,Billion Btu
91680,1968,NM,SOTCB,0.0,Billion Btu
91681,1969,NM,SOTCB,0.0,Billion Btu
91682,1970,NM,SOTCB,0.0,Billion Btu
91683,1971,NM,SOTCB,0.0,Billion Btu
91684,1972,NM,SOTCB,0.0,Billion Btu
91685,1973,NM,SOTCB,0.0,Billion Btu
91686,1974,NM,SOTCB,0.0,Billion Btu
91687,1975,NM,SOTCB,0.0,Billion Btu
91688,1976,NM,SOTCB,0.0,Billion Btu
91689,1977,NM,SOTCB,0.0,Billion Btu
91690,1978,NM,SOTCB,0.0,Billion Btu
91691,1979,NM,SOTCB,0.0,Billion Btu
91692,1980,NM,SOTCB,0.0,Billion Btu
